title,slug,description,shortDescription,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Pipeline Reporting EOQ Documentation,pipeline-reporting-eoq,Sales pipeline and opportunity tracker synced to Salesforce.,Analytics dashboard for pipeline reporting eoq,https://docs.google.com/spreadsheets/d/11XMQOYakYqJPk7QdEZGKGdPa1mgOAe_N_XWSSPEROHk/edit,,,,,coe,spreadsheet,dashboard,eoq|pipeline|ps|reporting|sales|sales-ops|salesforce|Salesforce,coe,published,,0,0,2025-12-28T09:00:03.914Z
Pod Success Dashboard,pod-success-dashboard,"This document appears to be a README sheet for a spreadsheet used to track customer experience (CX) data, specifically focusing on forecast, pace, and resolution for a set of top accounts.",Best practice for pod success dashboard,https://docs.google.com/spreadsheets/d/1TcjaiHWCc74sM9rRSP9UcN8rtxhoBUUI7sMKRetOpro/edit?usp=sharing,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
Product Utilization - (CSM),product-utilization-csm,Dashboard tracking product utilization metrics for Customer Success team oversight.,Best practice for product utilization (csm),https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002I19NMAS/view,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
Project Brief Templates,project-brief-templates,Templates for creating project brief documents for initiatives.,Ready-to-use project brief s template,https://docs.google.com/document/d/1-6PZXNsCDD6DBZET-Cs8cMWc_WdH4w82z5jeLeIGVKk/template/preview,,,,,content,document,template,brief|planning|process|project|Process,content,published,,0,0,2025-12-28T09:00:03.718Z
Project Discovery & Scoping (SC),project-discovery-scoping-sc,"This document is a ""Discovery and Scoping Worksheet"" designed to provide Solutions Consultants (SCs) with comprehensive scoping and discovery questions, organized by category.",Training on project discovery &,https://docs.google.com/spreadsheets/d/1lEFVhGrIfID9uMZfkNiMPcIfEfzmNsJTBE5xUA1QUIA/edit?gid=368153992#gid=368153992,,,,,enablement,guide,product-training,csm|customer-success|impl|implementation|sales|sc|solutions-consultant|Implementation,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Proof Point + CoE Repository,proof-point-coe-repository,"Find prior customer executive decks, BVA models, QBR decks, and more here to learn from!",Tool for proof point +,https://docs.google.com/spreadsheets/d/1Y0n1rVskWIzWcegwCbfP7YUXkjV58TFf5S7LLxMkFNA/edit?gid=1725734072#gid=1725734072,,,,,coe,spreadsheet,tool,tool|sales|customer-success,coe,published,,0,0,2025-12-28T15:27:13.314Z
Proof Point Repository,proof-point-repository,"This spreadsheet, titled ""Metrics of Success,"" catalogs various performance metrics and results achieved by different brands or internal calculations, primarily related to the ""Gladly Hero"" and ""Gl...",Tool for proof point repository,https://docs.google.com/spreadsheets/d/1Y0n1rVskWIzWcegwCbfP7YUXkjV58TFf5S7LLxMkFNA/edit?gid=1725734072#gid=1725734072,,,,,coe,spreadsheet,tool,tool|sales|gladly-sidekick,coe,published,,0,0,2025-12-28T15:27:13.314Z
Q1 benchmark data - 14% SMS resolution rate,metric-q1-benchmark-data-14-sms-resolution-rate,"14% SMS resolution rate | KPI: Conversation Volume, Resolution rates | Channel: SMS | Product: Gladly Sidekick",Q1 benchmark data achieved 14% improvement,https://docs.google.com/spreadsheets/d/1TKWrs_FQ1oia6MiaxmBYaETLY15W3FLOAA2hAFPlwu4/edit#gid=1728160923,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|proof-point|q1-benchmark-data|sms,coe,published,,0,0,2025-12-28T15:27:13.919Z
Q1 benchmark data - 36% Email Assisted Conversation rate,metric-q1-benchmark-data-36-email-assisted-conver,"36% Email Assisted Conversation rate | KPI: Agent + AI assistance, Conversation Volume, Resolution rates | Channel: Email | Product: Gladly Sidekick",Q1 benchmark data achieved 36% improvement,https://docs.google.com/spreadsheets/d/1TKWrs_FQ1oia6MiaxmBYaETLY15W3FLOAA2hAFPlwu4/edit#gid=1728160923,,,,,coe,proof-point,customer-success-metric,customer-success-metric|email|gladly-sidekick|proof-point|q1-benchmark-data,coe,published,,0,0,2025-12-28T15:27:13.919Z
Q1 benchmark data - 78% Chat Assisted Conversation rate,metric-q1-benchmark-data-78-chat-assisted-convers,"78% Chat Assisted Conversation rate | KPI: Agent + AI assistance, Conversation Volume, Resolution rates | Channel: Chat | Product: Gladly Sidekick",Q1 benchmark data achieved 78% improvement,https://docs.google.com/spreadsheets/d/1TKWrs_FQ1oia6MiaxmBYaETLY15W3FLOAA2hAFPlwu4/edit#gid=1728160923,,,,,coe,proof-point,customer-success-metric,chat|customer-success-metric|gladly-sidekick|proof-point|q1-benchmark-data,coe,published,,0,0,2025-12-28T15:27:13.919Z
QBR Guide,qbr-guide,"This document outlines an automated process for creating Quarterly Business Review (QBR) slide decks to ensure greater accuracy, speed, and quality while saving time for both CSMs and RevOps.",Step-by-step qbr guide guidance,https://docs.google.com/presentation/d/11EMqR6s3KOlnRafjzgITBmt4QyUFgvlC2zRxfvsmydU/edit?usp=sharing,,,,,content,guide,guide,csm|customer-success,content,published,,0,0,2025-12-28T08:20:23.496Z
Rapid Value Realization: Customer Success Patterns,rapid-value-realization-customer-success-patterns,"This guide demonstrates that exceptional Sidekick results happen within weeks, not months, when implementations follow proven patterns—providing a framework for replicating rapid success and diagno...",Best practice for rapid value realization:,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.hou5gyam9uco,,,,,coe,document,internal-best-practice,internal-best-practice|sales|customer-success|implementation|gladly-sidekick|journeys|insights-dashboards|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Real CX Metrics,real-cx-metrics,Proof of concept for CX metrics enables smarter coaching and renewals Why It Matters: Automating CX metrics provides actionable insights that improve outcomes.,Best practice for real cx metrics,https://docs.google.com/presentation/d/1jDCjcoAwJ4Oq3xDP-AwzMW91iVY7VWDB_GG2-6lMK_0/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,coe,slides,internal-best-practice,internal-best-practice|customer-success|insights-dashboards,coe,published,,0,0,2025-12-28T15:27:13.314Z
Refuse to Compromise Keynote,refuse-to-compromise-keynote,Keynote video on CX demands for faster service and personalization without tradeoffs.,Presentation on refuse compromise keynote,https://gladly.wistia.com/medias/9pmw3hcu1b,,,,,content,video,deck,customer-ai|cx|efficiency|keynote|personalization|video|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Renewals Dashboard,renewals-dashboard,Salesforce dashboard for tracking customer renewals pipeline and retention metrics.,Best practice for renewals dashboard,https://gladly.lightning.force.com/lightning/r/Dashboard/01Z8a0000010XbjEAE/view?queryScope=userFolders,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
RFP Lockout Play,rfp-lockout-play,"This play is designed to influence an RFP before it is issued, positioning Gladly as the preferred solution.",GTM skills for rfp lockout play,https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,,enablement,document,gtm-training,csm|customer-success|gladly-team|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
RFP Responses Features Catalog,rfp-features-catalog,Gladly Features and Capabilities Catalog structured as detailed RFP response.,Step-by-step rfp responses features guidance,https://docs.google.com/presentation/d/18QltI12crYoWGqTH7VuJcR7OzcTGRsW3H7lavT_QqyE/edit,,,,,content,slides,guide,capabilities|enterprise|features|response|rfp|Enterprise,content,published,,0,0,2025-12-28T09:00:03.718Z
RFX Narrative Template,rfx-narrative-template,RFP Narrative Template 2025 comprehensive proposal presentation for client RFPs.,Ready-to-use rfx narrative template,https://docs.google.com/presentation/d/1k65pLU9t9JI8pHXfzBhO2aAT-WyEpvPTt1x2M8MgEOQ/edit,,,,,content,slides,template,enterprise|narrative|proposal|rfp|rfx|Enterprise,content,published,,0,0,2025-12-28T09:00:03.718Z
Roadmap Figma Prototypes,roadmap-figma-prototypes,Product Prototypes and Scripts 2025 with Guides and Sidekick Sales prototypes.,Step-by-step roadmap figma prototypes guidance,https://docs.google.com/document/d/10YIgb8-OUFY7K_fbhXZByC30PqgLfDZ4HLPqN-9e6Go/edit,,,,,content,document,guide,figma|gladly|guides|prototype|roadmap|sales|sidekick-sales|Roadmap,content,published,,0,0,2025-12-28T09:00:03.718Z
Rothy's - 31% of conversations resolved with AI,metric-rothy-s-31-of-conversations-resolved,"31% of conversations resolved with AI | KPI: Boost Efficiency, Cost Savings | Product: Sidekick + Hero",Rothy's achieved 31% improvement,https://www.gladly.ai/customers/rothys/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|gladly-sidekick|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:14.095Z
Rothy's - 34% reduction in AHT,metric-rothy-s-34-reduction-in-aht,"34% reduction in AHT | KPI: Boost Efficiency, Cost Savings, Enhance Experience | Product: Sidekick + Hero",Rothy's achieved 34% improvement,https://www.gladly.ai/customers/rothys/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|gladly-sidekick|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:14.095Z
Rothy's - 80% decrease in agent attrition rate,metric-rothy-s-80-decrease-in-agent-attritio,"80% decrease in agent attrition rate | KPI: Enhance Experience, Cost Savings",Rothy's achieved 80% improvement,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:14.095Z
Rothy's - 83% SLA across all channels,metric-rothy-s-83-sla-across-all-channels,"83% SLA across all channels | KPI: Boost Efficiency, Cost Savings, Enhance Experience | Product: Sidekick + Hero",Rothy's achieved 83% improvement,https://www.gladly.ai/customers/rothys/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|gladly-sidekick|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:14.095Z
Rothy's - 93%+ AI CSAT,metric-rothy-s-93-ai-csat,"93%+ AI CSAT | KPI: Boost Efficiency, Cost Savings, Enhance Experience | Product: Sidekick + Hero",Rothy's achieved 93%+ improvement,https://www.gladly.ai/customers/rothys/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|gladly-sidekick|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:14.095Z
Rothy's - Customer testimonial,quote-rothy-s-we-re-fully-integrated-with-sh,"We're fully integrated with Shopify and Loop, so my agents do not have to leave Gladly to do some pretty basic functions and lookups. For a lot of our inbounds, they're able to stay in Gladly and use that as the primary tool.",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,customer-quote|ease-of-use|integrations|proof-point|rothys|Integrations,coe,published,,0,0,2025-12-28T15:27:13.739Z
Rothy's - AI implementation success,quote-rothy-s-i-always-said-one-of-my-goals,"I always said one of my goals was to never let agents go because of AI. But I'm finding I don't have to staff for peak anymore - I'm just hiring for attrition. I have 5 agents that want to return to college and do part-time - before implementing AI, I could never do it.” Lauren Inman-Semerau, Head of Customer Experience, Rothy’s",Rothy's on time savings,,,,,,coe,proof-point,customer-quote,customer-quote|gladly-sidekick|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:13.739Z
Rothy's - Easy training and adoption,quote-rothy-s-it-s-really-impactful-that-we,"It's really impactful that we can have all channels inbound into the same conversation timeline. As you grow your business strategy, Gladly makes it very easy without losing a lot of data and customer insight and that personalization.",Rothy's on time savings,,,,,,coe,proof-point,customer-quote,customer-centric-design|customer-quote|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:13.739Z
Rothy's - AI implementation success,quote-rothy-s-we-leverage-ai-to-take-the-bur,"We leverage AI to take the burden off our agents and their workloads. Sidekick allows our agents to focus on more complex, nuanced conversations or those that have more selling opportunities such as fit, sizing, and style and really connect with customers.",Rothy's on AI transformation,,,,,,coe,proof-point,customer-quote,customer-quote|enhanced-experience|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:13.739Z
Rothy's - AI implementation success,quote-rothy-s-we-are-finding-that-there-is-a,"We are finding that there is a high conversion rate to purchase if you have spoken with my agents, particularly on chat. As the AI bot is taking away the 'clutter,' it's allowing us to get to the meat and potatoes of what e-commerce is all about.",Rothy's on AI transformation,,,,,,coe,proof-point,customer-quote,customer-quote|proof-point|revenue-generation|rothys,coe,published,,0,0,2025-12-28T15:27:13.739Z
Rothy's - Easy training and adoption,quote-rothy-s-what-we-have-found-is-that-it,"What we have found is that it's a relatively quick ramp-up to train on Gladly's actual tool and system. Within a short timeframe, they are fully functioning. By the time agents complete the first week of training, Gladly's the tool they're the most comfortable with.",Rothy's on time savings,,,,,,coe,proof-point,customer-quote,customer-quote|ease-of-use|enhanced-experience|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:13.739Z
Rothy's - Customer testimonial,quote-rothy-s-it-s-like-apple-you-can-pick-u,"It's like Apple—you can pick up your iPhone, turn it on, and figure it out. There's an ease level that Gladly has built in that allows me to do my job and pivot very quickly and efficiently.",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,customer-quote|ease-of-use|enhanced-experience|proof-point|rothys,coe,published,,0,0,2025-12-28T15:27:13.739Z
